sample_id,job_id,model_label,tier,condition,stratum,stratum_population,negative_stem,none_of_the_above,all_of_the_above,combination_options,fill_in_blank,true_false_stem,longest_option_key,option_length_outlier,absolute_terms,vague_terms,clang_cue,grammatical_cue,nonparallel_options,numeric_not_ordered,numeric_units_inconsistent,overlapping_options,options_not_alphabetical,n_flaws,n_options,key,stem_words,key_chars,mean_distractor_chars,detector_version
151,e9b0003b377d,Gemini 3.1 Pro,flagship,plain,flagged:overlapping_options,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,5,A,108,21,24.2,1.1
152,ebf8e706383c,Grok 4.6,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,72,15,9.8,1.1
153,24ac67f87e71,Llama 4 Maverick,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,56,29,20,1.1
154,27e29388d728,Qwen 3.8 Max,flagship,guided,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,A,88,43,34,1.1
155,a50b66a3eb95,Claude Fable 5.1,flagship,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,A,92,76,70.5,1.1
156,fedf29675856,GPT-5.6 Terra,base,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,D,80,61,43.8,1.1
157,f353d69f9a83,Grok 4.6,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,77,10,9.8,1.1
158,8c01c4d6572d,Claude Fable 5.1,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,C,95,37,34.2,1.1
159,2cbe8be50de7,Llama 4 Maverick,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,42,26,19.8,1.1
160,7acaf5c26a28,Gemini 3.1 Pro,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,128,28,39.2,1.1
161,e4bc8916890c,Gemini 3.1 Pro,flagship,plain,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,5,C,74,19,32,1.1
162,5621ab424b45,DeepSeek V4 Flash,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,47,13,11,1.1
163,7b462618e3e7,Llama 4 Maverick,base,plain,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,5,A,61,23,29.2,1.1
164,0577f6755905,Claude Sonnet 5,base,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,5,B,80,76,41,1.1
165,9903c145856e,GPT-5.6 Luna,base,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,98,43,29.5,1.1
166,2eaa3f0cb60b,DeepSeek V4 Pro,flagship,guided,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,A,61,48,47.8,1.1
167,1c76a0429386,Grok 4.6,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,A,39,11,23.5,1.1
168,bfdafb8aa788,Gemini 3.8 Flash,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,C,122,76,77.8,1.1
169,be54b77818ae,Claude Fable 5.1,flagship,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,5,A,124,24,28.8,1.1
170,9fcf26670ab9,Claude Fable 5.1,flagship,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,B,83,23,10.5,1.1
171,1dacc12d017d,Claude Sonnet 5,base,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,B,82,110,75.2,1.1
172,0db6a0563d9f,Claude Opus 5,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,168,11,10,1.1
173,ee87d9ea3762,Llama 4 Maverick,base,plain,flagged:numeric_not_ordered,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,A,42,4,4.5,1.1
174,7fd0c63ed711,Gemini 3.1 Pro,flagship,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,C,130,91,88.5,1.1
175,3a21e12a4d29,Llama 4 Maverick,base,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,A,55,36,28.5,1.1
176,9a6418f68f77,Gemini 3.8 Flash,base,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,D,72,51,39,1.1
177,3d0ca777efec,GPT-5.6 Terra,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,57,62,42.8,1.1
178,4f017d73b942,GPT-5.6 Terra,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,73,16,11.2,1.1
179,ce69d20d0e80,Qwen 3.8 Max,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,C,70,12,11.5,1.1
180,b28ee03b0fc1,Gemini 3.1 Pro,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,108,84,80,1.1
181,9bd17f509ad5,GPT-5.6 Terra,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,60,9,9.5,1.1
182,4d61f2166462,GPT-5.6 Terra,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,88,48,58.8,1.1
183,2f81c694172a,Claude Opus 5,flagship,plain,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,5,B,147,23,29,1.1
184,6fd919ea09c1,Qwen 3.6 27B,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,C,105,52,48.8,1.1
185,7465fce6a2d4,Qwen 3.6 27B,base,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,C,111,34,30.8,1.1
186,76a11c5f59fc,Claude Fable 5.1,flagship,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,B,105,75,51.2,1.1
187,80c635ba9968,Claude Sonnet 5,base,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,5,B,104,37,48.2,1.1
188,e97d35c32173,GPT-5.6 Terra,base,plain,flagged:vague_terms,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,B,77,80,78.8,1.1
189,b081ce1ff7d2,GPT-5.6 Luna,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,86,55,49.2,1.1
190,bf90ef8e50bc,Claude Fable 5.1,flagship,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,C,130,73,39.2,1.1
191,1649c1bcd45f,GPT-6 Astra,flagship,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,B,121,49,48.8,1.1
192,a5e324d20e71,GPT-5.6 Luna,base,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,91,45,36,1.1
193,af9377e98cd3,Llama 4 Maverick,base,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,5,A,42,18,20,1.1
194,c32933707921,DeepSeek V4 Pro,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,69,35,44.8,1.1
195,71ee0c509c31,DeepSeek V4 Pro,flagship,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,A,57,31,33.5,1.1
196,5c44d8d7627c,DeepSeek V4 Pro,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,60,5,5,1.1
197,86a4c59a897e,Claude Opus 5,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,155,52,56.8,1.1
198,bf2b953c428f,Claude Sonnet 5,base,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,C,112,100,77.8,1.1
199,d211a8fc3686,GPT-5.6 Luna,base,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,A,84,41,29,1.1
200,f6a5202c14da,Llama 4 Maverick,base,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5,A,83,87,49,1.1
201,75d9b2839b2d,Qwen 3.6 27B,base,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,B,103,27,45.2,1.1
202,427924ff41b7,DeepSeek V4 Pro,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,65,23,21.2,1.1
203,5e56cad65e41,GPT-5.6 Terra,base,guided,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,C,56,49,28.5,1.1
204,e604b950b674,DeepSeek V4 Flash,base,guided,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,B,56,44,33.2,1.1
205,b6a0f52b759c,Llama 4 Maverick,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,53,16,19,1.1
206,1976d96b2db1,GPT-6 Astra,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,D,113,13,52,1.1
207,c0111b315887,Gemini 3.1 Pro,flagship,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,D,97,35,20.5,1.1
208,9237ab01fd91,DeepSeek V4 Pro,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,83,38,33.8,1.1
209,6adbd837e9f9,Gemini 3.1 Pro,flagship,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,D,110,34,21.5,1.1
210,b88f82eec7fe,Claude Sonnet 5,base,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5,C,109,84,34.8,1.1
211,bb8711aa3e16,Qwen 3.8 Max,flagship,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,E,105,20,12,1.1
212,71c369b2c0d9,Claude Fable 5.1,flagship,guided,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,A,86,39,57.8,1.1
213,4de371252b8f,Claude Opus 5,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,B,100,42,27.8,1.1
214,bf069ee98c39,Mistral Small 2603,base,plain,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,5,B,67,33,41.8,1.1
215,87ccf2b3f08d,Mistral Small 2603,base,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,B,108,52,55.8,1.1
216,34d0de4ce4a7,Llama 4 Maverick,base,plain,flagged:numeric_not_ordered,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,A,45,6,6,1.1
217,163e2d458b49,DeepSeek V4 Pro,flagship,guided,flagged:longest_option_key,975,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,5,C,81,53,26.5,1.1
218,ac797b2e713d,Mistral Small 2603,base,guided,flagged:nonparallel_options,170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,A,63,37,35.5,1.1
219,f239ef47139a,Claude Sonnet 5,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,C,89,28,29.5,1.1
220,acb3d9700799,Gemini 3.8 Flash,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,54,17,15.5,1.1
221,071473f52e2e,Mistral Small 2603,base,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,A,100,34,60.5,1.1
222,e245667d3c24,GPT-5.6 Luna,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,96,76,49.8,1.1
223,c4ed166f3370,GPT-5.6 Terra,base,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,C,55,9,12.8,1.1
224,551f34eb2930,GPT-5.6 Luna,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,98,39,43.2,1.1
225,b63dc3678a8d,Llama 4 Maverick,base,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,A,44,51,28.8,1.1
226,94b1c3b377db,Claude Fable 5.1,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,B,139,62,40.5,1.1
227,b1ff79d99de7,Claude Sonnet 5,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,96,10,8.5,1.1
228,c843adf2b3f0,GPT-6 Astra,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,79,16,14,1.1
229,0a15a688146c,Llama 4 Maverick,base,plain,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,A,60,11,20.2,1.1
230,d658bc0cc3ec,DeepSeek V4 Flash,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,79,9,10,1.1
231,85edc5076c5d,Gemini 3.1 Pro,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,135,20,35.8,1.1
232,0e4ce2b2009f,Qwen 3.8 Max,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,96,40,42.8,1.1
233,52f3eb6a9fa8,Claude Sonnet 5,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,76,49,33.5,1.1
234,f4b83b52b489,Claude Sonnet 5,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,D,92,41,35.5,1.1
235,aed58295df78,DeepSeek V4 Flash,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,78,31,33,1.1
236,b92d467c1b00,Gemini 3.1 Pro,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,109,42,36.5,1.1
237,f7db9eaa2043,GPT-6 Astra,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,C,119,27,36,1.1
238,5f36465f707a,Claude Fable 5.1,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,C,108,11,26.2,1.1
239,ec1c3410b4cd,DeepSeek V4 Flash,base,guided,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,A,64,34,44.5,1.1
240,9c681494fcbd,Qwen 3.6 27B,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,115,51,45,1.1
241,e344df2fa22f,Grok 4.6,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,67,15,9.8,1.1
242,308deb103d24,DeepSeek V4 Pro,flagship,plain,flagged:vague_terms,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,A,101,71,60.8,1.1
243,d804d480290c,DeepSeek V4 Pro,flagship,guided,flagged:longest_option_key,975,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,5,A,77,62,32.8,1.1
244,c8b02980be67,Claude Opus 5,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,152,29,40.5,1.1
245,6fbdf93ac60e,Qwen 3.6 27B,base,guided,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,A,73,49,29,1.1
246,b56036906786,Gemini 3.8 Flash,base,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,A,98,25,26,1.1
247,8fd308b1c6b6,Qwen 3.6 27B,base,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,A,106,11,12.8,1.1
248,faffecd80a54,Llama 4 Maverick,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,38,37,29,1.1
249,7eef34db36cb,Gemini 3.8 Flash,base,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,C,88,33,23.8,1.1
250,cd950e3a6427,Claude Fable 5.1,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,79,87,85.8,1.1
251,f817d56edeba,Grok 4.6,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,39,10,8.2,1.1
252,2e6dc55e9c86,DeepSeek V4 Pro,flagship,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,A,58,30,19.5,1.1
253,3dc9f78f7de8,Claude Sonnet 5,base,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,D,96,22,11.2,1.1
254,d8d81803eb34,Mistral Small 2603,base,guided,flagged:numeric_not_ordered,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,B,45,13,11.5,1.1
255,3e8f8221952b,Gemini 3.8 Flash,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,66,52,44.8,1.1
256,30fc7a730c43,Gemini 3.8 Flash,base,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,D,123,47,34,1.1
257,5b6381431897,Llama 4 Maverick,base,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,A,50,19,28.5,1.1
258,41b1f3acb67d,Claude Sonnet 5,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,102,108,84.8,1.1
259,c8e86d432c63,Claude Fable 5.1,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,154,12,11.2,1.1
260,479e53d68177,Qwen 3.8 Max,flagship,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,A,102,24,25.5,1.1
261,1fc5c29215ac,Gemini 3.8 Flash,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,117,35,28.2,1.1
262,d7a7b949cc2c,Mistral Small 2603,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,E,80,53,60,1.1
263,7fc488c70366,Claude Sonnet 5,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,129,32,37.5,1.1
264,0fd801d55c52,GPT-5.6 Luna,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,78,27,40.5,1.1
265,ba5d956acdf8,Gemini 3.1 Pro,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,108,31,54.8,1.1
266,c15abe0668a0,Claude Sonnet 5,base,guided,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,A,124,25,26.2,1.1
267,76d6c5d6bb3a,DeepSeek V4 Flash,base,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,B,70,10,12.2,1.1
268,3bebb1648b64,DeepSeek V4 Pro,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,85,20,24.2,1.1
269,978ca3e75008,Mistral Small 2603,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,64,91,88.2,1.1
270,61d18a4b5794,GPT-5.6 Luna,base,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,100,14,22.8,1.1
271,84b3e3727d0c,DeepSeek V4 Flash,base,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,A,63,39,36.5,1.1
272,c8c885baf871,GPT-5.6 Luna,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,61,62,64.2,1.1
273,c630243506d3,GPT-5.6 Luna,base,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,A,71,64,48,1.1
274,977c4b6d38e7,Claude Fable 5.1,flagship,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,A,95,42,34.2,1.1
275,06e86ad396c9,Claude Opus 5,flagship,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,B,74,48,49,1.1
276,638a96d6506d,Claude Opus 5,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,148,76,77.8,1.1
277,8f5865deb06a,Qwen 3.6 27B,base,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,A,87,36,48.8,1.1
278,f6782401cdd1,GPT-5.6 Luna,base,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,A,77,22,13.2,1.1
279,8bbd467047b2,GPT-5.6 Luna,base,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,A,79,46,42.2,1.1
280,8cf2258b03f0,DeepSeek V4 Pro,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,47,11,11.2,1.1
281,00dc88006cb7,Qwen 3.6 27B,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,D,83,32,30,1.1
282,9261193e25a3,Claude Opus 5,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,D,137,34,27.8,1.1
283,803405f0414e,Grok 4.6,flagship,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,C,83,31,32,1.1
284,10eed6debca1,GPT-5.6 Terra,base,plain,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,5,A,80,30,26.5,1.1
285,7b85891c39c4,Gemini 3.8 Flash,base,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,D,77,21,19.5,1.1
286,888537b33665,Claude Opus 5,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,197,92,62.2,1.1
287,167073b40f1f,Mistral Small 2603,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,55,29,27.8,1.1
288,bcde242f5b74,Claude Fable 5.1,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,108,35,36,1.1
289,2d0964b6f7a7,Gemini 3.1 Pro,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,101,18,22.2,1.1
290,2860ac6f1a55,Llama 4 Maverick,base,guided,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,5,A,64,23,20.8,1.1
291,bed92cf6a908,Mistral Small 2603,base,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,5,A,67,36,28.5,1.1
292,7ec2563dce44,DeepSeek V4 Flash,base,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,59,35,26,1.1
293,f06a34858ca8,DeepSeek V4 Pro,flagship,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,5,A,61,11,18,1.1
294,6f176c9569d0,DeepSeek V4 Pro,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,69,41,42.5,1.1
295,09bd0db446a1,Grok 4.6,flagship,plain,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,A,101,23,32.5,1.1
296,76ca4e851bdb,Qwen 3.6 27B,base,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,A,106,22,36.2,1.1
297,64874c49e8a8,GPT-5.6 Terra,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,83,9,9.8,1.1
298,3d29e12572d6,DeepSeek V4 Flash,base,plain,flagged:numeric_not_ordered,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,B,44,5,5,1.1
299,b6ada4348447,GPT-6 Astra,flagship,plain,flagged:overlapping_options,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,5,C,100,16,20.5,1.1
300,df322f8018ff,Llama 4 Maverick,base,guided,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,A,50,46,24,1.1
301,9c9f8c3ab577,Gemini 3.1 Pro,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,C,142,41,25.2,1.1
302,abf8fcafb273,GPT-6 Astra,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,50,24,24.5,1.1
